
工单号             工单标志   工序 项目号                   订购数       合格数       报废数
G0904W40423-11     839882        5 31-601100-R08              10.0          0.0          0.0
G0904W40423-11     839882       10 31-601100-R08              10.0          0.0          0.0
G0904W40423-11     839881       10 31-601100-R10              10.0          0.0          0.0
G0904W40423-11     839880       12 31-601100-R12              10.0          0.0          0.0
G0904W40423-11     839879       18 31-601100                  10.0          0.0          0.0
G0904W40423-11     839879       20 31-601100                  10.0          0.0          0.0
G0904W40423-11     839879       25 31-601100                  10.0          0.0          0.0
G0904W40423-11     839879       27 31-601100                  10.0          0.0          0.0
G0904W40423-11     839879       30 31-601100                  10.0          0.0          0.0
G0904W40423-11     839879       35 31-601100                  10.0          0.0          0.0
G0904W40423-11     839879       40 31-601100                  10.0          0.0          0.0
G0904W40423-11     839879       45 31-601100                  10.0          0.0          0.0
G0904W40423-11     839879       50 31-601100                  10.0          0.0          0.0
G0904W40424-11     839894        3 31-601101-R03              10.0          0.0          0.0
G0904W40424-11     839893        5 31-601101-R05              10.0          0.0          0.0
G0904W40424-11     839892        6 31-601101-R06              10.0          0.0          0.0
G0904W40424-11     839891        5 31-601101-R07              10.0          0.0          0.0
G0904W40424-11     839891       10 31-601101-R07              10.0          0.0          0.0
G0904W40424-11     839890        5 31-601101-R08              10.0          0.0          0.0
G0904W40424-11     839890       10 31-601101-R08              10.0          0.0          0.0
G0904W40424-11     839889       10 31-601101-R10              10.0          0.0          0.0
G0904W40424-11     839888       12 31-601101-R12              10.0          0.0          0.0
G0904W40424-11     839887       18 31-601101                  10.0          0.0          0.0
G0904W40424-11     839887       20 31-601101                  10.0          0.0          0.0
G0904W40424-11     839887       25 31-601101                  10.0          0.0          0.0
G0904W40424-11     839887       27 31-601101                  10.0          0.0          0.0
G0904W40424-11     839887       30 31-601101                  10.0          0.0          0.0
G0904W40424-11     839887       35 31-601101                  10.0          0.0          0.0
G0904W40424-11     839887       40 31-601101                  10.0          0.0          0.0
G0904W40424-11     839887       45 31-601101                  10.0          0.0          0.0
G0904W40424-11     839887       50 31-601101                  10.0          0.0          0.0
G0904W40425-11     839902        3 31-601102-R03              10.0         10.0          0.0
G0904W40425-11     839901        5 31-601102-R05              10.0          0.0          0.0
G0904W40425-11     839900        6 31-601102-R06              10.0          0.0          0.0
G0904W40425-11     839899        5 31-601102-R07              10.0          0.0          0.0
G0904W40425-11     839899       10 31-601102-R07              10.0          0.0          0.0
G0904W40425-11     839898        5 31-601102-R08              10.0          0.0          0.0
G0904W40425-11     839898       10 31-601102-R08              10.0          0.0          0.0
G0904W40425-11     839897       10 31-601102-R10              10.0          0.0          0.0
G0904W40425-11     839896       12 31-601102-R12              10.0          0.0          0.0
G0904W40425-11     839895       18 31-601102                  10.0          0.0          0.0
G0904W40425-11     839895       20 31-601102                  10.0          0.0          0.0
G0904W40425-11     839895       25 31-601102                  10.0          0.0          0.0
G0904W40425-11     839895       27 31-601102                  10.0          0.0          0.0
G0904W40425-11     839895       30 31-601102                  10.0          0.0          0.0
G0904W40425-11     839895       35 31-601102                  10.0          0.0          0.0
G0904W40425-11     839895       40 31-601102                  10.0          0.0          0.0
G0904W40425-11     839895       45 31-601102                  10.0          0.0          0.0
G0904W40425-11     839895       50 31-601102                  10.0          0.0          0.0
G0904W40426-11     835798        5 US32-4844-14-01R05         18.0         18.0          0.0
G0904W40426-11     835797       15 US32-4844-14-01R10         18.0          0.0          0.0
G0904W40426-11     835796       20 US32-4844-14-01R15         18.0          0.0          0.0
G0904W40426-11     835795       25 US32-4844-14-01R20         18.0          0.0          0.0
G0904W40426-11     835794       35 US32-4844-14-01R30         18.0          0.0          0.0
G0904W40426-11     835790       43 US32-4844-14-01            18.0          0.0          0.0
G0904W40426-11     835790       47 US32-4844-14-01            18.0          0.0          0.0
G0904W40427-11     835808        5 US32-4844-16-01R05         18.0         18.0          0.0
G0904W40427-11     835807       15 US32-4844-16-01R10         18.0          0.0          0.0
G0904W40427-11     835806       20 US32-4844-16-01R15         18.0          0.0          0.0
G0904W40427-11     835805       25 US32-4844-16-01R20         18.0          0.0          0.0
G0904W40427-11     835804       35 US32-4844-16-01R30         18.0          0.0          0.0
G0904W40427-11     835802       43 US32-4844-16-01            18.0          0.0          0.0
G0904W40427-11     835802       47 US32-4844-16-01            18.0          0.0          0.0
G0904W40791-11     818066        5 32-4850-25-00-R05          12.0         12.0          0.0
G0904W40791-11     818065       10 32-4850-25-00-R12          12.0         12.0          0.0
G0904W40791-11     818065       12 32-4850-25-00-R12          12.0         12.0          0.0
G0904W40791-11     818065       13 32-4850-25-00-R12          12.0          0.0          0.0
G0904W40791-11     818064       15 32-4850-25-00-R15          12.0          0.0          0.0
G0904W40791-11     818063       25 32-485025                  12.0          0.0          0.0
G0904W40791-11     818063       30 32-485025                  12.0          0.0          0.0
G0904W40791-11     818063       35 32-485025                  12.0          0.0          0.0
G0904W40791-11     818063       40 32-485025                  12.0          0.0          0.0
G0904W40832-11     818198        5 US32-485025-R05           104.0        104.0          0.0
G0904W40832-11     818197       10 US32-485025-R08           104.0          0.0          0.0
G0904W40832-11     818197       12 US32-485025-R08           104.0          0.0          0.0
G0904W40832-11     818197       13 US32-485025-R08           104.0          0.0          0.0
G0904W40832-11     818196       15 US32-485025-R15           104.0          0.0          0.0
G0904W40832-11     818195       25 US32-485025               104.0          0.0          0.0
G0904W40832-11     818195       30 US32-485025               104.0          0.0          0.0
G0904W40832-11     818195       35 US32-485025               104.0          0.0          0.0
G0904W40832-11     818195       40 US32-485025               104.0          0.0          0.0
G0904W40861-11     818559        5 32-468470-R05               8.0          0.0          0.0
G0904W40861-11     818558       15 32-468470-R10               8.0          0.0          0.0
G0904W40861-11     818558       20 32-468470-R10               8.0          0.0          0.0
G0904W40861-11     818557       25 32-468470-R25               8.0          0.0          0.0
G0904W40861-11     818556       30 32-468470-R30               8.0          0.0          0.0
