#def REPORTPATH=$/QAD Addons/BI Report/xxpctrrr
#def :end
"年份";"期间";"地点代码";"地点说明";"件号";"件名";"事务类型";"数量";"不计成本数量";"计算成本数量";"标准系统数量";"数量差异"
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.12.02.00";"82131-SWA7-0000-LJ-0003 WQ-UK-327-RC/R-2皮裁片";"ISS-TR";-69;0;-69;-69;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.12.02.00";"82131-SWA7-0000-LJ-0003 WQ-UK-327-RC/R-2皮裁片";"ISS-WO";-23;0;-23;-23;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.12.02.00";"82131-SWA7-0000-LJ-0003 WQ-UK-327-RC/R-2皮裁片";"RCT-TR";69;0;69;69;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.12.03.00";"82131-SWA7-0000-LB-0004 WQ-UK-327-RC/R-3皮裁片";"ISS-TR";-69;0;-69;-69;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.12.03.00";"82131-SWA7-0000-LB-0004 WQ-UK-327-RC/R-3皮裁片";"ISS-WO";-23;0;-23;-23;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.12.03.00";"82131-SWA7-0000-LB-0004 WQ-UK-327-RC/R-3皮裁片";"RCT-TR";69;0;69;69;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.12.04.00";"82131-SWA7-0000-LC-0003 WQ-UK-327-RC/R-4皮裁片";"ISS-TR";-69;0;-69;-69;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.12.04.00";"82131-SWA7-0000-LC-0003 WQ-UK-327-RC/R-4皮裁片";"ISS-WO";-23;0;-23;-23;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.12.04.00";"82131-SWA7-0000-LC-0003 WQ-UK-327-RC/R-4皮裁片";"RCT-TR";69;0;69;69;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.12.05.00";"82131-SWA7-0000-LD-0004 WQ-UK-327-RC/R-5皮裁片";"ISS-TR";-69;0;-69;-69;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.12.05.00";"82131-SWA7-0000-LD-0004 WQ-UK-327-RC/R-5皮裁片";"ISS-WO";-23;0;-23;-23;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.12.05.00";"82131-SWA7-0000-LD-0004 WQ-UK-327-RC/R-5皮裁片";"RCT-TR";69;0;69;69;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.12.06.00";"82131-SWA7-0000-LE-0004 WQ-UK-327-RC/R-6皮裁片";"ISS-TR";-69;0;-69;-69;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.12.06.00";"82131-SWA7-0000-LE-0004 WQ-UK-327-RC/R-6皮裁片";"ISS-WO";-23;0;-23;-23;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.12.06.00";"82131-SWA7-0000-LE-0004 WQ-UK-327-RC/R-6皮裁片";"RCT-TR";69;0;69;69;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.12.07.00";"82131-SWA7-0000-LF-0004 WQ-UK-327-RC/R-7皮裁片";"ISS-TR";-69;0;-69;-69;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.12.07.00";"82131-SWA7-0000-LF-0004 WQ-UK-327-RC/R-7皮裁片";"ISS-WO";-23;0;-23;-23;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.12.07.00";"82131-SWA7-0000-LF-0004 WQ-UK-327-RC/R-7皮裁片";"RCT-TR";69;0;69;69;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.17.01.00";"82181-SWA7-0000-LA-0003 WQ-UK-327-RAR-1皮裁片";"ISS-TR";-46;0;-46;-46;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.17.01.00";"82181-SWA7-0000-LA-0003 WQ-UK-327-RAR-1皮裁片";"RCT-TR";46;0;46;46;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.17.02.00";"82181-SWA7-0000-LB-0002 WQ-UK-327-RAR-2皮裁片";"ISS-TR";-46;0;-46;-46;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.17.02.00";"82181-SWA7-0000-LB-0002 WQ-UK-327-RAR-2皮裁片";"RCT-TR";46;0;46;46;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.21.01.00";"82171-SWA7-0000-LA-0001 WQ-UK-327-CTR-1皮裁片";"ISS-TR";-69;0;-69;-69;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.21.01.00";"82171-SWA7-0000-LA-0001 WQ-UK-327-CTR-1皮裁片";"ISS-WO";-23;0;-23;-23;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.01.21.01.00";"82171-SWA7-0000-LA-0001 WQ-UK-327-CTR-1皮裁片";"RCT-TR";69;0;69;69;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.08.01.00";"82521-SWA7-0000-LA-0003 WQ-UK-642-RB/L-1皮裁片";"ISS-TR";-1924;0;-1924;-1924;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.08.01.00";"82521-SWA7-0000-LA-0003 WQ-UK-642-RB/L-1皮裁片";"RCT-TR";1924;0;1924;1924;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.08.02.00";"82521-SWA7-0000-LE-0003 WQ-UK-642-RB/L-2皮裁片";"ISS-TR";-1924;0;-1924;-1924;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.08.02.00";"82521-SWA7-0000-LE-0003 WQ-UK-642-RB/L-2皮裁片";"RCT-TR";1924;0;1924;1924;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.08.03.00";"82521-SWA7-0000-LB-0003 WQ-UK-642-RB/L-3皮裁片";"ISS-TR";-962;0;-962;-962;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.08.03.00";"82521-SWA7-0000-LB-0003 WQ-UK-642-RB/L-3皮裁片";"RCT-TR";962;0;962;962;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.08.04.00";"82521-SWA7-0000-LC-0003 WQ-UK-642-RB/L-4皮裁片";"ISS-TR";-962;0;-962;-962;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.08.04.00";"82521-SWA7-0000-LC-0003 WQ-UK-642-RB/L-4皮裁片";"RCT-TR";962;0;962;962;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.08.05.00";"82521-SWA7-0000-LD-0003 WQ-UK-642-RB/L-5皮裁片";"ISS-TR";-962;0;-962;-962;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.08.05.00";"82521-SWA7-0000-LD-0003 WQ-UK-642-RB/L-5皮裁片";"RCT-TR";962;0;962;962;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.09.03.00";"82121-SWA7-0000-LB-0003 WQ-UK-642-RB/R-3皮裁片";"ISS-TR";-962;0;-962;-962;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.09.03.00";"82121-SWA7-0000-LB-0003 WQ-UK-642-RB/R-3皮裁片";"RCT-TR";962;0;962;962;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.09.04.00";"82121-SWA7-0000-LC-0003 WQ-UK-642-RB/R-4皮裁片";"ISS-TR";-962;0;-962;-962;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.09.04.00";"82121-SWA7-0000-LC-0003 WQ-UK-642-RB/R-4皮裁片";"RCT-TR";962;0;962;962;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.09.05.00";"82121-SWA7-0000-LD-0003 WQ-UK-642-RB/R-5皮裁片";"ISS-TR";-962;0;-962;-962;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.09.05.00";"82121-SWA7-0000-LD-0003 WQ-UK-642-RB/R-5皮裁片";"RCT-TR";962;0;962;962;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.11.01.00";"82531-SWA7-0000-LA-0003 WQ-UK-642-RC/L-1皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.11.01.00";"82531-SWA7-0000-LA-0003 WQ-UK-642-RC/L-1皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.11.01.00";"82531-SWA7-0000-LA-0003 WQ-UK-642-RC/L-1皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.11.02.00";"82531-SWA7-0000-LJ-0003 WQ-UK-642-RC/L-2皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.11.02.00";"82531-SWA7-0000-LJ-0003 WQ-UK-642-RC/L-2皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.11.02.00";"82531-SWA7-0000-LJ-0003 WQ-UK-642-RC/L-2皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.11.03.00";"82531-SWA7-0000-LB-0004 WQ-UK-642-RC/L-3皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.11.03.00";"82531-SWA7-0000-LB-0004 WQ-UK-642-RC/L-3皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.11.03.00";"82531-SWA7-0000-LB-0004 WQ-UK-642-RC/L-3皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.11.04.00";"82531-SWA7-0000-LC-0004 WQ-UK-642-RC/L-4皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.11.04.00";"82531-SWA7-0000-LC-0004 WQ-UK-642-RC/L-4皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.11.04.00";"82531-SWA7-0000-LC-0004 WQ-UK-642-RC/L-4皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.11.05.00";"82531-SWA7-0000-LE-0004 WQ-UK-642-RC/L-5皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.11.05.00";"82531-SWA7-0000-LE-0004 WQ-UK-642-RC/L-5皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.11.05.00";"82531-SWA7-0000-LE-0004 WQ-UK-642-RC/L-5皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.01.00";"82131-SWA7-0000-LA-0003 WQ-UK-642-RC/R-1皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.01.00";"82131-SWA7-0000-LA-0003 WQ-UK-642-RC/R-1皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.01.00";"82131-SWA7-0000-LA-0003 WQ-UK-642-RC/R-1皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.02.00";"82131-SWA7-0000-LJ-0003 WQ-UK-642-RC/R-2皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.02.00";"82131-SWA7-0000-LJ-0003 WQ-UK-642-RC/R-2皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.02.00";"82131-SWA7-0000-LJ-0003 WQ-UK-642-RC/R-2皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.03.00";"82131-SWA7-0000-LB-0004 WQ-UK-642-RC/R-3皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.03.00";"82131-SWA7-0000-LB-0004 WQ-UK-642-RC/R-3皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.03.00";"82131-SWA7-0000-LB-0004 WQ-UK-642-RC/R-3皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.04.00";"82131-SWA7-0000-LC-0003 WQ-UK-642-RC/R-4皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.04.00";"82131-SWA7-0000-LC-0003 WQ-UK-642-RC/R-4皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.04.00";"82131-SWA7-0000-LC-0003 WQ-UK-642-RC/R-4皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.05.00";"82131-SWA7-0000-LD-0004 WQ-UK-642-RC/R-5皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.05.00";"82131-SWA7-0000-LD-0004 WQ-UK-642-RC/R-5皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.05.00";"82131-SWA7-0000-LD-0004 WQ-UK-642-RC/R-5皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.06.00";"82131-SWA7-0000-LE-0004 WQ-UK-642-RC/R-6皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.06.00";"82131-SWA7-0000-LE-0004 WQ-UK-642-RC/R-6皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.06.00";"82131-SWA7-0000-LE-0004 WQ-UK-642-RC/R-6皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.07.00";"82131-SWA7-0000-LF-0004 WQ-UK-642-RC/R-7皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.07.00";"82131-SWA7-0000-LF-0004 WQ-UK-642-RC/R-7皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.12.07.00";"82131-SWA7-0000-LF-0004 WQ-UK-642-RC/R-7皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.21.01.00";"82171-SWA7-0000-LA-0001 WQ-UK-642-CTR-1皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.21.01.00";"82171-SWA7-0000-LA-0001 WQ-UK-642-CTR-1皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.05.02.21.01.00";"82171-SWA7-0000-LA-0001 WQ-UK-642-CTR-1皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.03.01.00";"81121SWA70000NA-0001 WQ-KJ-642-FB/R-1-皮裁片";"ISS-TR";-2;0;-2;-2;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.03.01.00";"81121SWA70000NA-0001 WQ-KJ-642-FB/R-1-皮裁片";"RCT-TR";2;0;2;2;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.03.02.00";"81121SWA70000NF-0001 WQ-KJ-642-FB/R-2-皮裁片";"ISS-TR";-1;0;-1;-1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.03.02.00";"81121SWA70000NF-0001 WQ-KJ-642-FB/R-2-皮裁片";"RCT-TR";1;0;1;1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.08.01.00";"82521SWA70000LA-0003 WQ-KJ-642-RB/L-1-皮裁片";"ISS-TR";-1;0;-1;-1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.08.01.00";"82521SWA70000LA-0003 WQ-KJ-642-RB/L-1-皮裁片";"RCT-TR";1;0;1;1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.08.02.00";"82521SWA70000LE-0003 WQ-KJ-642-RB/L-2-皮裁片";"ISS-TR";-1;0;-1;-1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.08.02.00";"82521SWA70000LE-0003 WQ-KJ-642-RB/L-2-皮裁片";"RCT-TR";1;0;1;1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.08.03.00";"82521SWA70000LC-0003 WQ-KJ-642-RB/L-3-皮裁片";"ISS-TR";-1;0;-1;-1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.08.03.00";"82521SWA70000LC-0003 WQ-KJ-642-RB/L-3-皮裁片";"RCT-TR";1;0;1;1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.08.04.00";"82521SWA70000LD-0003 WQ-KJ-642-RB/L-4-皮裁片";"ISS-TR";-1;0;-1;-1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.08.04.00";"82521SWA70000LD-0003 WQ-KJ-642-RB/L-4-皮裁片";"RCT-TR";1;0;1;1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.08.05.00";"82521SWA70000LB-0003 WQ-KJ-642-RB/L-5-皮裁片";"ISS-TR";-1;0;-1;-1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.08.05.00";"82521SWA70000LB-0003 WQ-KJ-642-RB/L-5-皮裁片";"RCT-TR";1;0;1;1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.09.03.00";"82121SWA70000LC-0003 WQ-KJ-642-RB/R-3-皮裁片";"ISS-TR";-1;0;-1;-1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.09.03.00";"82121SWA70000LC-0003 WQ-KJ-642-RB/R-3-皮裁片";"RCT-TR";1;0;1;1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.09.04.00";"82121SWA70000LD-0003 WQ-KJ-642-RB/R-4-皮裁片";"ISS-TR";-1;0;-1;-1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.09.04.00";"82121SWA70000LD-0003 WQ-KJ-642-RB/R-4-皮裁片";"RCT-TR";1;0;1;1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.11.02.00";"82531SWA70000LJ-0003 WQ-KJ-642-RC/L-2-皮裁片";"ISS-TR";-1;0;-1;-1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.11.02.00";"82531SWA70000LJ-0003 WQ-KJ-642-RC/L-2-皮裁片";"RCT-TR";1;0;1;1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.11.03.00";"82531SWA70000LB-0004 WQ-KJ-642-RC/L-3-皮裁片";"ISS-TR";-1;0;-1;-1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.11.03.00";"82531SWA70000LB-0004 WQ-KJ-642-RC/L-3-皮裁片";"RCT-TR";1;0;1;1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.11.04.00";"82531SWA70000LC-0004 WQ-KJ-642-RC/L-4-皮裁片";"ISS-TR";-1;0;-1;-1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.11.04.00";"82531SWA70000LC-0004 WQ-KJ-642-RC/L-4-皮裁片";"RCT-TR";1;0;1;1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.12.02.00";"82131SWA70000LJ-0003 WQ-KJ-642-RC/R-2-皮裁片";"ISS-TR";-1;0;-1;-1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.12.02.00";"82131SWA70000LJ-0003 WQ-KJ-642-RC/R-2-皮裁片";"RCT-TR";1;0;1;1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.12.03.00";"82131SWA70000LB-0004 WQ-KJ-642-RC/R-3-皮裁片";"ISS-TR";-1;0;-1;-1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.12.03.00";"82131SWA70000LB-0004 WQ-KJ-642-RC/R-3-皮裁片";"RCT-TR";1;0;1;1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.17.01.00";"82181SWA70000LA-0003 WQ-KJ-642-RAR-1-皮裁片";"ISS-TR";-1;0;-1;-1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.17.01.00";"82181SWA70000LA-0003 WQ-KJ-642-RAR-1-皮裁片";"RCT-TR";1;0;1;1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.17.02.00";"82181SWA70000LB-0002 WQ-KJ-642-RAR-2-皮裁片";"ISS-TR";-1;0;-1;-1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.17.02.00";"82181SWA70000LB-0002 WQ-KJ-642-RAR-2-皮裁片";"RCT-TR";1;0;1;1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.20.01.00";"81181SWA7U600LA-0003 WQ-KJ-642-AR部位1-皮裁片";"ISS-TR";-601;0;-601;-601;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.20.01.00";"81181SWA7U600LA-0003 WQ-KJ-642-AR部位1-皮裁片";"RCT-TR";601;0;601;601;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.20.02.00";"81581SWA7U500LA-0003 WQ-KJ-642-AR部位2-皮裁片";"ISS-TR";-601;0;-601;-601;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.20.02.00";"81581SWA7U500LA-0003 WQ-KJ-642-AR部位2-皮裁片";"RCT-TR";601;0;601;601;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.21.02.00";"82171SWA70000LA-0001 WQ-KJ-642-CTR-2-皮裁片";"ISS-TR";-1;0;-1;-1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.06.02.21.02.00";"82171SWA70000LA-0001 WQ-KJ-642-CTR-2-皮裁片";"RCT-TR";1;0;1;1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.05.02.00";"81531-SWA7-0000-LG-0001 WQ-KE-642-FC/L-2皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.05.02.00";"81531-SWA7-0000-LG-0001 WQ-KE-642-FC/L-2皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.05.02.00";"81531-SWA7-0000-LG-0001 WQ-KE-642-FC/L-2皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.05.03.00";"81531-SWA7-0000-LB-0001 WQ-KE-642-FC/L-3皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.05.03.00";"81531-SWA7-0000-LB-0001 WQ-KE-642-FC/L-3皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.05.03.00";"81531-SWA7-0000-LB-0001 WQ-KE-642-FC/L-3皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.05.05.00";"81531-SWA7-0000-ND-0001 WQ-KE-642-FC/L-5皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.05.05.00";"81531-SWA7-0000-ND-0001 WQ-KE-642-FC/L-5皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.05.05.00";"81531-SWA7-0000-ND-0001 WQ-KE-642-FC/L-5皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.06.02.00";"81131-SWA7-0000-LG-0001 WQ-KE-642-FC/R-2皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.06.02.00";"81131-SWA7-0000-LG-0001 WQ-KE-642-FC/R-2皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.06.02.00";"81131-SWA7-0000-LG-0001 WQ-KE-642-FC/R-2皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.06.03.00";"81131-SWA7-0000-LB-0001 WQ-KE-642-FC/R-3皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.06.03.00";"81131-SWA7-0000-LB-0001 WQ-KE-642-FC/R-3皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.06.03.00";"81131-SWA7-0000-LB-0001 WQ-KE-642-FC/R-3皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.06.04.00";"81131-SWA7-0000-LC-0001 WQ-KE-642-FC/R-4皮裁片";"ISS-TR";-1443;0;-1443;-1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.06.04.00";"81131-SWA7-0000-LC-0001 WQ-KE-642-FC/R-4皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.06.04.00";"81131-SWA7-0000-LC-0001 WQ-KE-642-FC/R-4皮裁片";"RCT-TR";1443;0;1443;1443;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.06.05.00";"81131-SWA7-0000-LD-0001 WQ-KE-642-FC/R-5皮裁片";"ISS-TR";-513;0;-513;-513;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.06.05.00";"81131-SWA7-0000-LD-0001 WQ-KE-642-FC/R-5皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.06.05.00";"81131-SWA7-0000-LD-0001 WQ-KE-642-FC/R-5皮裁片";"RCT-TR";513;0;513;513;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.06.06.00";"81131-SWA7-0000-LE-0001 WQ-KE-642-FC/R-6皮裁片";"ISS-TR";-513;0;-513;-513;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.06.06.00";"81131-SWA7-0000-LE-0001 WQ-KE-642-FC/R-6皮裁片";"ISS-WO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"4.07.02.06.06.00";"81131-SWA7-0000-LE-0001 WQ-KE-642-FC/R-6皮裁片";"RCT-TR";513;0;513;513;0
2009;9;"1000";"宁波提爱思(加工区）";"4.14.12.02.05.00";"FBLA11KE--STT9RK 2RW-690色FB/L-5牛皮裁片";"ISS-TR";-1;0;-1;-1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.14.12.02.05.00";"FBLA11KE--STT9RK 2RW-690色FB/L-5牛皮裁片";"RCT-TR";1;0;1;1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.14.12.02.05.00";"FBLA11KE--STT9RK 2RW-690色FB/L-5牛皮裁片";"RCT-WO";1;0;1;1;0
2009;9;"1000";"宁波提爱思(加工区）";"4.14.12.02.06.00";"FBLA12KF--STT9RK01 2RW-690色FB/L-6牛皮裁片";"ISS-TR";-1;0;-1;-1;0
